Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species ,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,URL,,ToxVal_ID,Chemical_ID
,Allyl alcohol,107-18-6,C=CCO,DTXSID8020044,,985,985_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,89,mg/kg,58.0796,0.0015,2.8146,,"Dunlap, MK, Kodama, JK, Wellington, JS, Anderson, HH and Hine, CH (1958) The toxicity of allyl alcohol. AMA Archives of Industrial Health 18, 303-311.Posting dates of documents from HPV Challenge web site from which data have been entered into the HPVIS: October 11, 2005",https://chemview.epa.gov/chemview/,,174730,ToxVal00045_e884b381999e96ea
,"Residues, petroleum, steam-cracked",64742-90-1,,DTXSID5028247,,986,986_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Rausina, G.A. 1982. Acute oral toxicity test in albino rats using aromatic pyrolysis oil. Proj. #82-114. Gulf Life Sciences Center, Pittsburgh, PA for Gulf Oil Chemicals Co., Houston, TX, USA. Unpublished report.",https://chemview.epa.gov/chemview/,,174732,ToxVal00045_dbaaecb4490777fc
,Tris(2-ethylhexyl) phosphate,78-42-2,CCCCC(CC)COP(OCC(CC)CCCC)(OCC(CC)CCCC)=O,DTXSID0021414,,987,987_HPVIS,HPVIS,-,acute,human health,guinea pig,inhalation,=,450000,mg/L,434.639,1.0353,-0.0151,,"Posting dates of documents from which data have been entered into the HPVIS: March 21, 2006Source: Bayer AG LeverkusenMarhold, J.: Prehled Prumyslove Toxicologic. Organicke Latky, Svazek 2, p. 1133 (1986)",https://chemview.epa.gov/chemview/,,174734,ToxVal00045_16a590320bc362d9
,2-Mercaptobenzothiazole,149-30-4,Sc1nc(cccc2)c2[s]1,DTXSID1020807,,988,988_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2830,mg/kg,167.256,0.0169,1.7716,,"Monsanto. 1973. Report Y-73-288, Younger Laboratories.",https://chemview.epa.gov/chemview/,,174736,ToxVal00045_481b5607962916eb
,2-Ethyl-1-hexanol,104-76-7,CCCCC(CC)CO,DTXSID5020605,,989,989_HPVIS,HPVIS,-,acute,human health,mouse,injection,=,845,mg/kg,130.23,0.0065,2.1879,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 21st March, 2006.Reference: Schmidt P, et al. (1973). Zur Toxizitat einiger C8-Aldehyde und Alkohole. Z Ges Hyg 19, 485-490.Source:Neste 0xo AB StenungsundECB -Existing Chemicals Ispra (VA)Hoechst AG Frankfurt/MainCelanese GmbH Frankfurt am Main",https://chemview.epa.gov/chemview/,,174737,ToxVal00045_889e3aebeba4f421
,2-Ethylhexanoic acid,149-57-5,CCCCC(CC)C(O)=O,DTXSID9025293,,990,990_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2043,mg/kg,144.213,0.0142,1.8487,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 21st March, 2006.Reference:CMA: ""Acute Toxicity Study of 2-Ethylhexanioc Acid in the Rat"", 236031s TX-87-64, 06.05.1987.TSCATS/OTS 0525538, DOC I.D. 40-8797175, 05.06.1987.TSCATS/OTS 0525556, DOC I.D. 40-8797187, 17.06.1987.Source: BASF AG Ludwigshafen",https://chemview.epa.gov/chemview/,,174738,ToxVal00045_2a59c2a0ad087b1c
,"2,2'-Dithiobisbenzothiazole",120-78-5,c(cc1)cc2c1[s]c(SSc1nc(cccc3)c3[s]1)n2,DTXSID1020146,,991,991_HPVIS,HPVIS,-,acute,human health,rat,injection,=,3000,mg/kg,332.496,0.0090,2.0447,,"Food Preserves Hygiene Council Reports No. 22, 17 (1973); cited in: Takahashi, A., Int. Polym. Sci. Techn. 3, 93-105 (1976)",https://chemview.epa.gov/chemview/,,174739,ToxVal00045_d496626abd769c54
,Ethyl chloroacetate,105-39-5,CCOC(CCl)=O,DTXSID4026715,,992,992_HPVIS,HPVIS,-,acute,human health,mouse,subcutaneous,=,250,mg/kg,122.551,0.0020,2.6904,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Yokoi (1954): Jpn. J. Pharmacol. 3, 99-111Information reported in the robust study summary in a language other than English was not entered in this record.",https://chemview.epa.gov/chemview/,,174740,ToxVal00045_130afd3de0a0c615
,Ethyl chloroacetate,105-39-5,CCOC(CCl)=O,DTXSID4026715,,993,993_HPVIS,HPVIS,-,acute,human health,rat,oral,~,250,mg/kg,122.551,0.0020,2.6904,,"Posting date of the document from the HPV Challenge Program website from which data have been entered into the HPVIS: 22nd December, 2006.Reference: Unpublished data, The Dow Chemical Company",https://chemview.epa.gov/chemview/,,174741,ToxVal00045_130afd3de0a0c615
,Bis(butoxyethoxyethoxy)methane,143-29-3,CCCCOCCOCCOCOCCOCCOCCCC,DTXSID3027112,,994,994_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3.41,-,336.467,0.0000,4.9942,,"Shelanski, Morris. Acute oral toxicity study with Thiokol Chemical Corporation - Plasticizer Type TP90B. Industrial Biology Research ad Testing Laboratories, Inc. 58RM-1002.Data extracted from the revised robust summary posted to the HPV Challenge Program website on Jul. 21, 2006.",https://chemview.epa.gov/chemview/,,174742,ToxVal00045_7846543f1e14cece
,Aldicarb oxime,1646-75-9,CC(C)(C=NO)SC,DTXSID9024431,,995,995_HPVIS,HPVIS,-,acute,human health,rat,oral,=,746,mg/kg,133.214,0.0056,2.2518,,"Carnegie-Mellon Institute (1971) Miscellaneous toxicity studies, Report 34-71. Cited in: Carnegie-Mellon Institute (1974) Aldicarb Oxime: Results of Feeding in the Diet for 7 Days, Report 37-94, (conducted for Union Carbide Corporation)",https://chemview.epa.gov/chemview/,,174743,ToxVal00045_336a673def6c771d
,C.I. Pigment Red 53,5160-02-1,Cc(cc(c(S([O-])(=O)=O)c1)N=Nc(c2ccccc2cc2)c2O)c1Cl.Cc(cc(c(S([O-])(=O)=O)c1)N=Nc(c2ccccc2cc2)c2O)c1Cl.[Ba+2],DTXSID3021229,,996,996_HPVIS,HPVIS,-,acute,human health,"other,rat and mouse",oral,>=,10000,mg/kg,888.953,0.0112,1.9489,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 28th June, 2006.Reference:Hoechst AG (1 977):Unveroffentl. Unters (Ber.-Nr. 77.0525. See also EUCLID Dataset and SIDS DOSSIER C.I. Pigment Red 53.Acute Inhalation Toxicity LC50 > 4.13 mgll, 1993, GLP study, Hoechst AG (1977):Unveroffentl. Unters (Ber.-Nr. 93.0427).",https://chemview.epa.gov/chemview/,,174744,ToxVal00045_1d3e7a700f1037c6
,tert-Octylamine,107-45-9,CC(C)(C)CC(C)(C)N,DTXSID0021886,,997,997_HPVIS,HPVIS,-,acute,human health,rat,oral,=,217.7,mg/kg,129.246,0.0017,2.7736,,"Bernacki, Jr., HJ and JD Hamilton. 1991. t-Octylamine Acute Oral Toxicity Study in Male and Female Rats. Study conducted at Rohm and Haas Co., Rohm and Haas Toxicology Department Report No. 91R-061, dated July 22, 1991.",https://chemview.epa.gov/chemview/,,174746,ToxVal00045_60451e06cd9f53c2
,Methyl 4-formylbenzoate,1571-08-0,COC(c1ccc(C=O)cc1)=O,DTXSID4025610,,998,998_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3500,mg/kg,164.16,0.0213,1.6712,,"Kravets-Bekker A.A., and Ivanova., O.P. (1970) Toxicological characteristics of methyl benzoate and potassium benzoate. Faktory Vneshn. Sredy Ikh Znach. Zdorov'ya Naseleniya, 1970(2), 125-129.",https://chemview.epa.gov/chemview/,,174747,ToxVal00045_28e25924cd362259
,"Diethyl (N,N-bis(2-hydroxyethyl)amino)methanephosphonate",2781-11-5,CCOP(CN(CCO)CCO)(OCC)=O,DTXSID2029242,,999,999_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,255.25,0.0196,1.7080,,"Miller, J.L. Stauffer Chemical Company. Richmond Toxicology Laboratory Report T-10595 5/20/83",https://chemview.epa.gov/chemview/,,174748,ToxVal00045_9ccfe048717e7d7a
,3-Cyclohexene-1-carboxaldehyde,100-50-5,O=CC1CC=CCC1,DTXSID1026661,,1000,1000_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,1716,mg/kg,110.155,0.0156,1.8075,,"Carpenter, C.P. and Striegel, J.A. (1960). Range finding tests on 1,2,3,6-tetrahydrobenzaldehyde. Unpublished report 23-86 of Union Carbide Corporation.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: 3/16/2006",https://chemview.epa.gov/chemview/,,174749,ToxVal00045_3c8140464bfb66a5
,Tromethamine,77-86-1,NC(CO)(CO)CO,DTXSID2023723,,1001,1001_HPVIS,HPVIS,-,acute,human health,mouse,oral,>,3000,mg/kg,121.135,0.0248,1.6061,,"Giroux, J. and Beaulaton, I. (1962) Recherches Pharmacologiques Sur Le THAM. Societe Pharmacie Montpellier. 21:206-217.",https://chemview.epa.gov/chemview/,,174750,ToxVal00045_b74a1f8c247d658d
,"3,3',5,5'-Tetrabromobisphenol A",79-94-7,CC(C)(c(cc1Br)cc(Br)c1O)c(cc1Br)cc(Br)c1O,DTXSID1026081,,1002,1002_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,543.874,0.0092,2.0365,,"Mallory, V. Acute Oral Toxicity Study in Rats (14 Day). PH 402-ET-001-81. Tetrabromo Bisphenol-A. Lot #R6/FD2. 1981.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: January 6, 2002.",https://chemview.epa.gov/chemview/,,174751,ToxVal00045_5b7b8aba81ecb733
,"2,3,5,6-Tetrachloropyridine",2402-79-1,Clc(cc(c(Cl)n1)Cl)c1Cl,DTXSID7027467,,1003,1003_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1182,mg/kg,216.882,0.0054,2.2636,,"Jeffrey et al. (1987) ""Tetrachloropyridine: Acute oral toxicity in Fischer 344 rats"", unpublished report of The Dow Chemical Company.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into HPVIS: Robust Summary/IUCLID dated: Feb. 18, 2000; CBIC received: Dec. 27, 2005; Posted to HPV Challenge Program website: Jan. 26, 2006.",https://chemview.epa.gov/chemview/,,174753,ToxVal00045_04dfac579279bada
,Diallyl diglycol carbonate,142-22-3,C=CCOC(OCCOCCOC(OCC=C)=O)=O,DTXSID7027095,,1004,1004_HPVIS,HPVIS,-,acute,human health,rat,oral,=,349.4,mg/kg,274.268,0.0013,2.8949,,"Ebbens K. 1971. Report to PPG Industries, Inc.: Acute toxicity studies with CR-39, allyl diglycol carbonate. Industrial Bio-Test Laboratories, Inc. Report IBT A254, dated Sept. 10, 1971.",https://chemview.epa.gov/chemview/,,174754,ToxVal00045_136d2ffc5b339a83
,2-Ethylhexyl nitrate,27247-96-7,CCCCC(CC)CO[N+]([O-])=O,DTXSID1027928,,1005,1005_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5,-,175.227,0.0000,4.5446,,Unpublished confidential business information,https://chemview.epa.gov/chemview/,,174756,ToxVal00045_e050a09e082fe6fe
,Benzothiazole,95-16-9,c1nc(cccc2)c2[s]1,DTXSID7024586,,1006,1006_HPVIS,HPVIS,-,acute,human health,rat,oral,=,492,mg/kg,135.19,0.0036,2.4390,,"Monsanto Y-64-1, Toxicological Investigation of Benzothiazole - Oral LD50, Younger Laboratories, January 22, 1964.Data extracted from Revised Robust Summary (1st revision) dated: Jun. 18, 2003CBIC Received: Jul. 23, 2003Posted to HPV Challenge Website: Aug. 22, 2003",https://chemview.epa.gov/chemview/,,174757,ToxVal00045_c49334c5a131abf3
,N-Methylformamide,123-39-7,CNC=O,DTXSID0025608,,1007,1007_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,2650,mg/kg,59.0677,0.0449,1.3481,,"Welsh, J. J. (1979). Diss. Abstr. Int. B, 40(2):549Additional Reference for Acute Oral Toxicity:Data from this additional source support the study results summarized above. This study was not chosen for detailed summarization because the data were not substantially additive to the database.Laitarenko, G. N. et al. (1992). Gig. Sanit., (2):30-32 (CA 118:2071).Data extracted from robust summaries posted to the HPV Challenge Program website Apr. 13, 2004, Sep. 5, 2006, and Jan. 31, 2007.",https://chemview.epa.gov/chemview/,,174759,ToxVal00045_3b8d055f84323bba
,Oleic acid,112-80-1,CCCCCCCC/C=C\CCCCCCCC(O)=O,DTXSID1025809,,1008,1008_HPVIS,HPVIS,-,acute,human health,rat,oral,>,21.5,-,282.466,0.0001,4.1185,,"Cosmetic Ingredient Review (1987). Final report on the safety assessment of oleic acid, lauric acid, palmitic acid, myristic acid, and stearic acid. J. Am. Coll. Toxicol. 6(3):321-401.",https://chemview.epa.gov/chemview/,,174760,ToxVal00045_dd9a3d9f780b4c42
,ECC,2386-87-0,O=C(C1CC2OC2CC1)OCC1CC2OC2CC1,DTXSID2027466,,1009,1009_HPVIS,HPVIS,-,acute,human health,rat,oral,=,5000,mg/kg,252.309,0.0198,1.7030,,"Kern, T.G. (1999). Acute oral toxicity study of cycloaliphatic epoxy resin ERL-4221 in albino rats. Unpublished report of Union Carbide Corporation.",https://chemview.epa.gov/chemview/,,174761,ToxVal00045_66ff31f8b5c69164
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,1010,1010_HPVIS,HPVIS,-,acute,human health,rat,oral,=,8.8,mg/kg,221.255,0.0000,4.4004,,"Ellemen, P.N.; Acute Oral Toxicity (FIFRA -EPA) in Rats; Cosmopolitan Safety Evaluation (CSE) Inc, Somerville, New Jersey, USA; Unpublished Report No: A79-339; 14 September 1979.",https://chemview.epa.gov/chemview/,,174762,ToxVal00045_33c449a88931f971
,Biphenyl,92-52-4,c(cc1)ccc1-c1ccccc1,DTXSID4020161,,1011,1011_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5010,mg/kg,154.211,0.0325,1.4883,,Toxicological Investigations of: Biphenyl. Younger Laboratories Inc. Monsanto Project number Y-76-263. Submitted to Monsanto Co. 8/4/1976.,https://chemview.epa.gov/chemview/,,174764,ToxVal00045_fef40bc8d301a93b
,Biphenyl,92-52-4,c(cc1)ccc1-c1ccccc1,DTXSID4020161,,1012,1012_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3280,mg/kg,154.211,0.0213,1.6722,,"Deichmann WB, Kitzmiller KV, Dierker M, and S Witherup. Observations on the Effects of Diphenyl, o- and p-Aminodiphenyl, o- and p-Nitrodiphenyl and Dihydroxyoctachlorodiphenyl Upon Experimental Animals. J. Ind. Hyg. Toxicol. 29, 1-13 (1947).",https://chemview.epa.gov/chemview/,,174765,ToxVal00045_fef40bc8d301a93b
,Ethyl sulfate (Et2SO4),64-67-5,,DTXSID1024045,,1013,1013_HPVIS,HPVIS,-,acute,human health,rat,subcutaneous,=,350,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Zeitschrift fur Krebsforschung(Berlin) V. 1 -75, 1903-71.Data extracted from the revised robust summary posted to HPV Challenge Program website Dec. 22, 2006. Study information is also found in the original submission documents posted Feb. 26, 2004.",https://chemview.epa.gov/chemview/,,174766,ToxVal00045_06863e72ca9d1f44
,C.I. Pigment Yellow 14,5468-75-7,CC(C(C(Nc1c(C)cccc1)=O)N=Nc(ccc(-c(cc1)cc(Cl)c1N=NC(C(C)=O)C(Nc1c(C)cccc1)=O)c1)c1Cl)=O,DTXSID9027601,,1014,1014_HPVIS,HPVIS,-,acute,human health,rat,oral,>=,5000,mg/kg,657.556,0.0076,2.1190,,"Posting dates of document frm HPV Challenge website from which data have been entered into the HPVIS: 28th June, 2006.Reference:Mone J.G. 1968, Federation Series on Coating Technology, Unit 9 Organic Pigments, Federation of Societies for Paint Technology, Philadelphia, PA 19107.",https://chemview.epa.gov/chemview/,,174767,ToxVal00045_f09479bfe6bc0b43
,2-(Dimethylamino)ethyl acrylate methochloride,44992-01-0,,DTXSID2028016,,1015,1015_HPVIS,HPVIS,-,acute,human health,rat,oral,<,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Collier, T.A. (1985a). Range Finding Oral Toxicity Test: An Assessment of the Acute Oral Toxicity of ADQUAT 80 MC in the Rat, Safepharm Laboratories, Derby, UK.",https://chemview.epa.gov/chemview/,,174768,ToxVal00045_ecd55946b8307acd
,2-(Dimethylamino)ethyl acrylate,2439-35-2,CN(C)CCOC(C=C)=O,DTXSID5025100,,1016,1016_HPVIS,HPVIS,-,acute,human health,rat,dermal,=,419,mg/kg,143.185,0.0029,2.5337,,"Atofina SA (1989c) ADAME Acute dermal toxicity study in the rat, CIT, study nr 4374 TAR, 3 March 1989.",https://chemview.epa.gov/chemview/,,174769,ToxVal00045_ade72b56f86ad224
,2-(Dimethylamino)ethyl methacrylate,2867-47-2,CC(C(OCCN(C)C)=O)=C,DTXSID1027504,,1017,1017_HPVIS,HPVIS,-,acute,human health,rat,injection,=,97,mg/kg,157.212,0.0006,3.2097,,"Kirk-Othmer; Encyclopedia of Chemical Technology, 3rd Ed., Vol 15, 367-369; John wiley and Sons; New York (1978-1984)",https://chemview.epa.gov/chemview/,,174771,ToxVal00045_aa20694c1f85a7a9
,C.I. Pigment Yellow 83,5567-15-7,CC(C(C(Nc(cc(c(Cl)c1)OC)c1OC)=O)N=Nc(ccc(-c(cc1)cc(Cl)c1N=NC(C(C)=O)C(Nc(c(OC)c1)cc(OC)c1Cl)=O)c1)c1Cl)=O,DTXSID1021453,,1018,1018_HPVIS,HPVIS,-,acute,not specified,-,oral,>=,10000,mg/kg,818.496,0.0122,1.9130,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 28th June 2006.Reference:Thomam P., Acute Oral Lethal Dose in Rats, Exp. No. 367135 Ciba Geigy Ltd. 1972.",https://chemview.epa.gov/chemview/,,174772,ToxVal00045_26f309b53c5bc467
,beta-Pinene,127-91-3,CC(C)(C(C1)CC2)C1C2=C,DTXSID7027049,,1019,1019_HPVIS,HPVIS,-,acute,human health,rat,injection,=,3387,mg/kg,136.237,0.0249,1.6045,,"Piccirillo V.J. (1984) Fourteen Day Subacute Toxicity Study in the Rat. Private communication.Posting dates of documents from which these data were entered into HPVIS: February 20, 2002 (original robust summaries) and December 7, 2006 (revised robust summaries).",https://chemview.epa.gov/chemview/,,174773,ToxVal00045_a8f6a453b9d56c98
,Camphene,79-92-5,CC(C)(C1CC2CC1)C2=C,DTXSID8026488,,1020,1020_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,136.237,0.0367,1.4353,,"Moreno O.M. (1974a) Acute oral toxicity in rats. Unpublished report to RIFM.Posting dates of documents from which these data were entered into HPVIS: February 20, 2002 (original robust summaries) and December 7, 2006 (revised robust summaries).",https://chemview.epa.gov/chemview/,,174775,ToxVal00045_9131f82cc975d528
,Turpentine oils,8006-64-2,,DTXSID6027680,,1021,1021_HPVIS,HPVIS,-,acute,human health,rat,oral,<,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Moreno O.M. (1972a) Acute oral toxicity in rats. Unpublished report to RIFM.Posting dates of documents from which these data were entered into HPVIS: February 20, 2002 (original robust summaries) and December 7, 2006 (revised robust summaries).",https://chemview.epa.gov/chemview/,,174776,ToxVal00045_4c77b6a189c93b15
,Myrcene,123-35-3,CC(C)=CCCC(C=C)=C,DTXSID6025692,,1022,1022_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,5060,mg/kg,136.237,0.0371,1.4301,,Paumgartten F.J.R. (1990) Single Dose Toxicity of betamyrcene; a natural analgesic substance. Brazilian J Med Biol Res 23; 873-877.,https://chemview.epa.gov/chemview/,,174777,ToxVal00045_29653a56462fcaaa
,"2,6-Dimethylphenol",576-26-1,Cc1cccc(C)c1O,DTXSID9024063,,1023,1023_HPVIS,HPVIS,-,acute,human health,rat,oral,=,296,mg/kg,122.166,0.0024,2.6157,,"Sax's Dangerous Properties of Industrial Materials, R. J. Lewis, ed., 9th edition, Van Nostrand, N. Y., 1996.",https://chemview.epa.gov/chemview/,,174778,ToxVal00045_3adb68a492bdd84b
,Isodecyl phosphite,25448-25-3,CC(C)CCCCCCCOP([O-])[O-],DTXSID3027873,,1024,1024_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5000,mg/kg,220.248,0.0227,1.6439,,"Gabriel, K.L. 1980. Unpublished report no. 80-2010A entitled ""Summary of results of acute toxicity studies"", dated September 26, 1980 for Tenneco Chemicals Inc., Saddle Brook, NJ from Biosearch Inc., Philadelphia, PA",https://chemview.epa.gov/chemview/,,174779,ToxVal00045_409cf7623ac728f8
,"Carboxylic acids, C6-8-neo-",95823-36-2,CC(C)(C)CCC(O)=O,DTXSID0029844,,1025,1025_HPVIS,HPVIS,-,acute,human health,mouse,inhalation,>,3000,mg/L,130.186,0.0230,1.6374,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 14, 2006. Esso Research and Engineering Company (1964). Acute Oral, Dermal, Eye Irritation and Inhalation Toxicity. Unpublished report.",https://chemview.epa.gov/chemview/,,174780,ToxVal00045_1ee196989df07d50
,Neodecanoic acid,26896-20-8,CC(C)(C)CCCCCC(O)=O,DTXSID7027916,,1026,1026_HPVIS,HPVIS,-,acute,human health,mouse,inhalation,>,3000,mg/L,172.267,0.0174,1.7591,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 14, 2006. Esso Research and Engineering Company (1964). Acute Oral, Dermal, Eye Irritation and Inhalation Toxicity. Unpublished report.",https://chemview.epa.gov/chemview/,,174781,ToxVal00045_65b67ad20cf52dd1
,Disodium n-decyldiphenyl ether disulfonate,36445-71-3,,DTXSID9027990,,1027,1027_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1420,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Taylor, Y., Olson, K.J., Toxicological Properties and Industrial handling Hazards of Benax 3B1 (Alkylated Sulfonated Phenyl Ether Sodium Salt), unpublished Dow report, September 26, 1967.",https://chemview.epa.gov/chemview/,,174782,ToxVal00045_de67b441c74f66ea
,Disodium hexadecyl(sulfophenoxy)benzenesulfonate,65143-89-7,CCCCCCCCCCCCCCCCc1cccc(S([O-])(=O)=O)c1Oc(cccc1)c1S(O)(=O)=O.CCCCCCCCCCCCCCCCc1cccc(S([O-])(=O)=O)c1Oc(cccc1)c1S(O)(=O)=O.[Na+].[Na+],DTXSID9029772,,1028,1028_HPVIS,HPVIS,-,acute,human health,rat,oral,=,7744,mg/kg,1153.5,0.0067,2.1731,,"Henck, J.W., Acute Toxicological Properties and Industrial Handling Hazards of XD 8390, HET-XD-8390-(5), February 19, 1980, unpublished Dow report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Dec. 22, 2006.",https://chemview.epa.gov/chemview/,,174783,ToxVal00045_c011b63fb74f3208
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,1029,1029_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,250,mg/kg,94.4968,0.0026,2.5775,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Hoechst AG (1979): unpublished study (Report No. 79.0236).",https://chemview.epa.gov/chemview/,,174787,ToxVal00045_2a9c1596566a4a64
,Methyl disulfide,624-92-0,CSSC,DTXSID4025117,,1030,1030_HPVIS,HPVIS,-,acute,human health,rat,oral,=,190,mg/kg,94.2016,0.0020,2.6953,,"Pennwalt Corp., DIMETHYL DISULFIDE. EPA acute LD50. Products Safety Labs, Report T-5147A, 14 August 1985.Date of posting on HPV Website: February 9, 2006. Date stamped on robust summary document by CBIC: January 13, 2006. Date on the robust summary document: December 27, 2005.",https://chemview.epa.gov/chemview/,,174788,ToxVal00045_3404827b8a5dde45
